species,NODC,dup_species
Lepas anatifera,6132050301,FALSE
Balanomorpha,6134000000,FALSE
Balanidae,6134020000,FALSE
Sacculinidae,6141020000,FALSE
Malacostraca,6143000000,FALSE
Leptostraca,6145000000,FALSE
Nebalidae,6145010000,FALSE
Nebalia,6145010100,FALSE
Nebalia bipes,6145010101,FALSE
Mysidacea,6151000000,FALSE
Lophogastrida,6152000000,FALSE
Lophogastridae,6152010000,FALSE
Lophogaster,6152010500,FALSE
Lophogaster typicus,6152010515,FALSE
Mysida,6153000000,FALSE
Mysidae,6153010000,FALSE
Mysis,6153011400,FALSE
Neomysis,6153011500,FALSE
Gastrosaccus,6153012700,FALSE
Gastrosaccus spinifer,6153012701,FALSE
Schistomysis,6153017400,FALSE
Schistomysis ornata,6153017403,FALSE
Mysidae,6153030000,TRUE
Leptomysis,6153031000,FALSE
Leptomysis gracilis,6153031007,FALSE
Cumacea,6154000000,FALSE
Lampropidae,6154010000,FALSE
Hemilamprops,6154010200,FALSE
Hemilamprops rosea,6154010203,FALSE
Cumidae,6154020000,FALSE
Platyaspidae,6154030000,FALSE
Leuconidae,6154040000,FALSE
Leucon,6154040100,FALSE
Leucon nasica,6154040101,FALSE
Eudorella,6154040200,FALSE
Eudorella emarginata,6154040201,FALSE
Eudorella trunculata,6154040204,FALSE
Eudorellopsis,6154040300,FALSE
Eudorellopsis deformis,6154040304,FALSE
Diastylidae,6154050000,FALSE
Diastylis,6154050100,FALSE
Diastylis lucifera,6154050110,FALSE
Diastylis rathkei,6154050116,FALSE
Diastylis tumida,6154050122,FALSE
Diastylis laevis,6154050132,FALSE
Diastylis serrata,6154050133,FALSE
Pseudocumidae,6154060000,FALSE
Petalosarsia,6154060100,FALSE
Petalosarsia declivis,6154060101,FALSE
Pseudocuma,6154060200,FALSE
Pseudocuma longicornis,6154060201,FALSE
Campylaspidae,6154070000,FALSE
Campylaspis,6154070100,FALSE
Campylaspis costata,6154070110,FALSE
Campylaspis glabra,6154070113,FALSE
Nannastacidae,6154080000,FALSE
Bodotriidae,6154090000,FALSE
Iphinoe,6154090800,FALSE
Iphinoe serrata,6154090801,FALSE
Tanaidacea dikonophora,6157000000,FALSE
Tanaidae,6157010000,FALSE
Leptognathia brevimanu,6157020203,FALSE
Isopoda,6158000000,FALSE
Gnathiidea,6159000000,FALSE
Gnathiidae,6159010000,FALSE
Gnathia,6159010100,FALSE
Anthuridea,6160000000,FALSE
Anthuridae,6160010000,FALSE
Anthura,6160010700,FALSE
Flabellifera,6161000000,FALSE
Cirolanidae,6161010000,FALSE
Cirolana,6161010100,FALSE
Cirolana borealis *,6161010108,FALSE
Eurydice,6161010200,FALSE
Sphaeomatidae,6161020000,FALSE
Sphaeroma,6161020700,FALSE
Limnoridae,6161050000,FALSE
Limnoria,6161050100,FALSE
Aegidae,6161070000,FALSE
Aega,6161070100,FALSE
Aega psora,6161070112,FALSE
Rocinela,6161070200,FALSE
Valvifera,6162000000,FALSE
Arcturidae,6162010000,FALSE
Astacilla,6162010400,FALSE
Idoteidae,6162020000,FALSE
Idotea,6162020300,FALSE
Saduria entomon,6162030201,FALSE
Asellota,6163000000,FALSE
Janiridae,6163060000,FALSE
Jaera,6163060200,FALSE
Epicaridea,6165000000,FALSE
Oniscoidea,6166000000,FALSE
Ligiidae,6166010000,FALSE
Ligia,6166010100,FALSE
Amphipoda,6168000000,FALSE
Gammaridea,6169000000,FALSE
Gammaridea,6169000001,TRUE
Ampeliscidae,6169020000,FALSE
Ampelisca,6169020100,FALSE
Ampelisca macrocephala,6169020101,FALSE
Ampelisca aequicornis,6169020118,FALSE
Ampelisca spinipes,6169020119,FALSE
Ampelisca typica,6169020120,FALSE
Ampelisca brevicornis,6169020121,FALSE
Ampelisca pusilla,6169020125,FALSE
Ampelisca tenuicornis,6169020126,FALSE
Ampelisca diadema,6169020127,FALSE
Byblis,6169020200,FALSE
Byblis gaimardi,6169020202,FALSE
Haploops,6169020300,FALSE
Haploops tubicola,6169020301,FALSE
Amphilochidae,6169030000,FALSE
Aoridae,6169060000,FALSE
Calliopiidae,6169120000,FALSE
Corophidae,6169150000,FALSE
Corophium,6169150200,FALSE
Corophium volutator,6169150212,FALSE
Eusiridae,6169200000,FALSE
Eusirus,6169200800,FALSE
Eusirus longipes,6169200804,FALSE
Gammaridae,6169210000,FALSE
Elasmopus,6169210300,FALSE
Elasmopus rapax,6169210303,FALSE
Gammarellus homari,6169210601,FALSE
Gammarus locusta,6169210701,FALSE
Maera,6169210800,FALSE
Maera loveni,6169210802,FALSE
Haustoriidae,6169220000,FALSE
Urothoe,6169220400,FALSE
Urothoe elegans,6169220401,FALSE
Urothoe poseidonis,6169220404,FALSE
Urothoe marina,6169220405,FALSE
Isaeidae,6169260000,FALSE
Photis,6169260200,FALSE
Photis longicaudata,6169260213,FALSE
Leucothoidae,6169320000,FALSE
Leucothoe,6169320100,FALSE
Leucothoe spinicarpa,6169320101,FALSE
Lysianassidae,6169340000,FALSE
Orchomene,6169342900,FALSE
Tmetonyx,6169345000,FALSE
Oedicerotidae,6169370000,FALSE
Monoculodes,6169370800,FALSE
Monoculodes carinatus,6169370807,FALSE
Synchelidium,6169371400,FALSE
Westwoodilla,6169371500,FALSE
Westwoodilla acutifrons,6169371506,FALSE
Periculoides,6169371700,FALSE
Perioculodes longimanus,6169371701,FALSE
Paramhithoidae,6169390000,FALSE
Epimeria,6169390200,FALSE
Epimeria cornigera,6169390203,FALSE
Epimeria tuberculata,6169390204,FALSE
Pardaliscidae,6169400000,FALSE
Nicippe,6169400200,FALSE
Nicippe tumida,6169400201,FALSE
Phoxocephalidae,6169420000,FALSE
Harpinia,6169420100,FALSE
Harpinia antennaria,6169420104,FALSE
Harpinia,6169420105,TRUE
Harpinia truncata,6169420115,FALSE
Harpinia laevis,6169420119,FALSE
Phoxocephalus,6169420700,FALSE
Phoxocephalus holbolli,6169420702,FALSE
Paraphoxus oculatus,6169420925,FALSE
Pleustidae,6169430000,FALSE
Podoceridae,6169440000,FALSE
Stegocephalidae,6169470000,FALSE
Stenothoidae,6169480000,FALSE
Metopa,6169481500,FALSE
Metopa spectabilis,6169481520,FALSE
Metopa soelsbergi,6169481525,FALSE
Hyperiidea,6170000000,FALSE
Hyperiidae,6170010000,FALSE
Hyperia,6170010100,FALSE
Hyperia galba,6170010101,FALSE
Parathemisto,6170011000,FALSE
Parathemisto libellula,6170011002,FALSE
Parathemisto gaudichaudi,6170011006,FALSE
Parathemisto compressa,6170011008,FALSE
Themisto,6170011400,FALSE
Scinidae,6170150000,FALSE
Caprellidea,6171000000,FALSE
Caprellidae,6171000001,TRUE
Caprellidae,6171010000,FALSE
Phtisica,6171011200,FALSE
Phtisica marina,6171011201,FALSE
Euphausiacea,6174000000,FALSE
Euphausiidae,6174020000,FALSE
Euphausia,6174020100,FALSE
Euphausia americana,6174020102,FALSE
Meganyctiphanes,6174020200,FALSE
Meganyctiphanes norvegica,6174020201,FALSE
Nyctiphanes couchii,6174020501,FALSE
Thyssanoessa,6174020900,FALSE
Thyssanoessa inermis,6174020902,FALSE
Thyssanoessa longicauda,6174020904,FALSE
Thyssanoessa raschii,6174020906,FALSE
Decapoda,6175000000,FALSE
Penaeidea,6177000000,FALSE
Sergestidae,6177020000,FALSE
Lucifer,6177020200,FALSE
Caridea,6179000000,FALSE
Pasiphaeidae,6179050000,FALSE
Pasiphaea,6179050100,FALSE
Pasiphaea tarda,6179050103,FALSE
Palaemonidae,6179110000,FALSE
Leander,6179110100,FALSE
Leander serratus,6179110102,FALSE
Leander squilla,6179110103,FALSE
Alpheidae,6179140000,FALSE
Athanas,6179140300,FALSE
Athanas nitescens,6179140301,FALSE
Hippolytidae,6179160000,FALSE
Hippolyte,6179160100,FALSE
Hippolyte varians,6179160104,FALSE
Spirontocaris,6179160200,FALSE
Spirontocaris liljeborgii,6179160208,FALSE
Spirontocaris,6179160210,TRUE
Spirontocaris spinosus,6179160216,FALSE
Spirontocaris gaimardi,6179160217,FALSE
Spirontocaris cranchi,6179160218,FALSE
Spirontocaris pusiola,6179160219,FALSE
Caridion,6179160800,FALSE
Caridion gordoni,6179160801,FALSE
Processidae,6179170000,FALSE
Processa,6179170100,FALSE
Processa canaliculata,6179170101,FALSE
Processa parva,6179170103,FALSE
Processa nouveli,6179170104,FALSE
Processa edulis,6179170108,FALSE
Pandalina,6179170600,FALSE
Pandalina brevirostris,6179170601,FALSE
Pandalidae,6179180000,FALSE
Pandalus,6179180100,FALSE
Pandalus borealis,6179180101,FALSE
Pandalus montagui,6179180104,FALSE
Pandalus propinquis,6179180108,FALSE
Pandalina brevirostris,6179180110,TRUE
Pandalus bonnieri,6179180111,FALSE
Pandalina brevirostris,6179180601,TRUE
Crangonidae,6179220000,FALSE
Crangon spec,6179220100,FALSE
Crangon intermedia,6179220110,FALSE
Crangon crangon,6179220118,FALSE
Crangon allmanni,6179220119,FALSE
Non com. Crangon,6179220199,FALSE
Sabinea septemcarinata,6179220501,FALSE
Pontophilus,6179220600,FALSE
Pontophilus bispinosus,6179220602,FALSE
Pontophilus trispinosus,6179220603,FALSE
Pontophilus spinosus,6179220604,FALSE
Pontophilus fasciatus,6179220605,FALSE
Pontophilus echinulatus,6179220606,FALSE
Pontophilus norvegicus,6179220607,FALSE
Pontophilus sculptus,6179220608,FALSE
Astacidea,6180000000,FALSE
Astacidea,6181000000,TRUE
Nephropidae,6181010000,FALSE
Homarus,6181010200,FALSE
Homarus vulgaris,6181010202,FALSE
Nephrops,6181010300,FALSE
Nephrops norvegicus,6181010301,FALSE
Palinurus,6182010100,FALSE
Anomura,6183000000,FALSE
Axiidae,6183020000,FALSE
Calocaris,6183020200,FALSE
Calocaris macandreae,6183020202,FALSE
Callianassidae,6183040000,FALSE
Upogebia,6183040100,FALSE
Upogebia stellata,6183040103,FALSE
Upogebia deltaura,6183040104,FALSE
Upogebia stellata,6183040105,TRUE
Upogebia littoralis,6183040110,FALSE
Callianassa,6183040200,FALSE
Callianassa subterranea,6183040202,FALSE
Callianassa laticaudata,6183040204,FALSE
Callianassa stebbingi,6183040206,FALSE
Paguridae,6183060000,FALSE
Pagurus,6183060200,FALSE
Pagurus bernhardus,6183060228,FALSE
Pagurus,6183060230,TRUE
Pagurus pubescens,6183060234,FALSE
Anapagurus,6183061000,FALSE
Anapagurus laevis,6183061101,FALSE
Lithodidae,6183080000,FALSE
Lithodes,6183080800,FALSE
Lithodes maja,6183080803,FALSE
Galatheidae,6183100000,FALSE
Munida,6183100100,FALSE
Munida rugosa,6183100104,FALSE
Galathea,6183100300,FALSE
Galathea intermedia,6183100301,FALSE
Galathea dispersa,6183100302,FALSE
Galathea squamifera,6183100303,FALSE
Galathea strigosa,6183100304,FALSE
Porcellanidae,6183120000,FALSE
Porcellana,6183120500,FALSE
Porcellana longicornis,6183120502,FALSE
Brachyura,6184000000,FALSE
Dromiacea,6185000000,FALSE
Dromidae,6185020000,FALSE
Dromia,6185020100,FALSE
Dromia personata,6185020101,FALSE
Homolidae,6185040000,FALSE
Paramola,6185040200,FALSE
Paramola cuvieri,6185040201,FALSE
Oxystomata,6186000000,FALSE
Leucosiidae,6186030000,FALSE
Ebalia,6186030300,FALSE
Ebalia tuberosa,6186030301,FALSE
Ebalia tumefacta,6186030302,FALSE
Ebalia cranchii,6186030303,FALSE
Oxyrhyncha,6187000000,FALSE
Majidae,6187010000,FALSE
Hyas,6187010200,FALSE
Hyas coarctatus,6187010202,FALSE
Hyas araneus,6187010203,FALSE
Rochinia,6187011000,FALSE
Rochinia carpenteri,6187011403,FALSE
Inachus,6187011500,FALSE
Inachus dorsettensis,6187011501,FALSE
Inachus phalangium,6187011502,FALSE
Inachus leptochirus,6187011503,FALSE
Dorhynchus,6187011600,FALSE
Dorhynchus thomsoni,6187011601,FALSE
Archaeus,6187011700,FALSE
Archaeus cranchii,6187011701,FALSE
Macropodia,6187011800,FALSE
Macropodia rostrata,6187011801,FALSE
Macropodia tenuirostris,6187011802,FALSE
Pisa,6187011900,FALSE
Pisa armata,6187011901,FALSE
Eurynome,6187012000,FALSE
Eurynome aspera,6187012001,FALSE
Eurynome spinosa,6187012002,FALSE
Maja,6187012100,FALSE
Maja squinado,6187012101,FALSE
Cancridea,6188000000,FALSE
Corystidae,6188010000,FALSE
Corystes,6188010100,FALSE
Corystes cassivelanus,6188010101,FALSE
Atelecyclidae,6188020000,FALSE
Atelecyclus,6188020300,FALSE
Atelecyclus rotundatus,6188020301,FALSE
Cancridae,6188030000,FALSE
Cancer,6188030100,FALSE
Cancer pagurus,6188030109,FALSE
Cancer bellianus,6188030110,FALSE
Thiidae,6188040000,FALSE
Thia,6188040100,FALSE
Thia sentellata,6188040101,FALSE
Thia scutellata,6188040102,FALSE
Pirimelidae,6188050000,FALSE
Pirimela,6188050100,FALSE
Pirimela denticulata,6188050101,FALSE
Brachyrhyncha,6189000000,FALSE
Portunidae,6189010000,FALSE
Callinectes,6189010300,FALSE
Callinectes sapidus,6189010301,FALSE
Carcinus,6189010700,FALSE
Carcinus maenas,6189010701,FALSE
Portumnus,6189010800,FALSE
Portumnus latipes,6189010801,FALSE
Macropipus,6189010900,FALSE
Macropipus puber,6189010901,FALSE
Macropipus arenatus,6189010902,FALSE
Macropipus pusillus,6189010903,FALSE
Macropipus marmoreus,6189010904,FALSE
Macropipus holsatus,6189010905,FALSE
Macropipus depurator,6189010906,FALSE
Macropipus tuberculatus,6189010907,FALSE
Macropipus acuatus,6189010908,FALSE
Xanthidae,6189020000,FALSE
Rithropanopeus,6189020900,FALSE
Rithropanopeus harrisii,6189020901,FALSE
Pilumnus,6189021000,FALSE
Pilumnus hirtellus,6189021101,FALSE
Pilumnus spirifer,6189021102,FALSE
Xantho,6189021200,FALSE
Xantho pilipes,6189021201,FALSE
Goneplacidae,6189050000,FALSE
Geryon,6189050100,FALSE
Geryon tridens,6189050102,FALSE
Geryon affinis,6189050103,FALSE
Gonoplax,6189050200,FALSE
Gonoplax rhomboides,6189050201,FALSE
Pinnotheridae,6189060000,FALSE
Pinnotheres,6189060200,FALSE
Pinnotheres pisum,6189060204,FALSE
Grapsidae,6189070000,FALSE
Pachygrapsus,6189070400,FALSE
Pachygrapsus transversus,6189070401,FALSE
Planes,6189070500,FALSE
Planes minutus,6189070501,FALSE
Eriocheir,6189070600,FALSE
Eriocheir sinensis,6189070601,FALSE
Insecta,6200000000,FALSE
Insecta pterygota,6213000000,FALSE
Aphidoidea,6291000000,FALSE
Sipuncula,7200000000,FALSE
Sipunculidae,7201010000,FALSE
Echiura,7300000000,FALSE
Echiuroinea,7301000000,FALSE
Echiuridae,7301020000,FALSE
Echiurus,7301020200,FALSE
Echiurus echiurus,7301020201,FALSE
Priapulida,7400000000,FALSE
Priapulidae,7400010000,FALSE
Priapulus,7400010100,FALSE
Priapulus caudatus,7400010101,FALSE
Ectoprocta,7800000000,FALSE
Gymnolaemata,7801000000,FALSE
CHEILOSTOMATA,7814000000,FALSE
Phylactolaemata,7816000000,FALSE
Brachiopoda,8000000000,FALSE
Echinodermata,8100000000,FALSE
Asteroidea,8104000000,FALSE
Platyasterida,8105000000,FALSE
Luidiidae,8105010000,FALSE
Luidia,8105010100,FALSE
Luidia ciliaris,8105010103,FALSE
Luidia sarsi,8105010104,FALSE
Diplozonia,8106000000,FALSE
Astropectinidae,8106010000,FALSE
Astropecten,8106010500,FALSE
Astropecten irregularis,8106010502,FALSE
Astropecten aranciacus,8106010503,FALSE
Granulosina,8111000000,FALSE
Goniasteridae,8111040000,FALSE
Ceramaster,8111040100,FALSE
Ceramaster granularis,8111040107,FALSE
Ceramaster placenta,8111040108,FALSE
Ophidiasteridae,8111060000,FALSE
Ophidiaster,8111060100,FALSE
Ophidiaster ophidianus,8111060101,FALSE
Eugnathina,8113000000,FALSE
Solasteridae,8113010000,FALSE
Crossaster,8113010100,FALSE
Crossaster papposus,8113010103,FALSE
Solaster,8113010300,FALSE
Solaster endeca,8113010302,FALSE
Leptognathina,8114000000,FALSE
Asterinidae,8114010000,FALSE
Asterina,8114010100,FALSE
Asterina gibbosa,8114010102,FALSE
Poraniidae,8114030000,FALSE
Porania,8114030300,FALSE
Porania pulvillus,8114030302,FALSE
Echinasteridae,8114040000,FALSE
Henricia,8114040100,FALSE
Henricia oculata,8114040113,FALSE
Echinaster,8114040300,FALSE
Echinaster sepositus,8114040301,FALSE
Asteriadina,8117000000,FALSE
Asteriidae,8117030000,FALSE
Asterias,8117030200,FALSE
Asterias rubens,8117030205,FALSE
Leptasterias,8117030400,FALSE
Leptasterias mulleri,8117030415,FALSE
Chilophiurina,8127000000,FALSE
Ophiuridae,8127010000,FALSE
Ophiura,8127010600,FALSE
Ophiura sarsi,8127010610,FALSE
Ophiura robusta,8127010611,FALSE
Ophiura texturata,8127010612,FALSE
Ophiura albida,8127010613,FALSE
Ophiocomidae,8127030000,FALSE
Ophiocomina,8127030100,FALSE
Ophiocomina nigra,8127030101,FALSE
Ophiodermatidae,8127050000,FALSE
Ophioderma,8127050100,FALSE
Ophioderma longicauda,8127050102,FALSE
Gnathophiurina,8129000000,FALSE
Amphiuridae,8129030000,FALSE
Amphipholis,8129030200,FALSE
Amphipholis squamata,8129030202,FALSE
Amphiura,8129031000,FALSE
Amphiura chiajei,8129031004,FALSE
Amphiura filiformis,8129031005,FALSE
Ophiothricidae,8129040000,FALSE
Ophiothrix,8129040100,FALSE
Ophiothrix fragilis,8129040103,FALSE
Cidaroida,8138000000,FALSE
Cidaridae,8138010000,FALSE
Cidaris,8138010100,FALSE
Cidaris cidaris,8138010101,FALSE
Stylocidaris,8138010200,FALSE
Stylocidaris affinis,8138010201,FALSE
Arbacioida,8147000000,FALSE
Arbaciidae,8147010000,FALSE
Arbacia,8147010100,FALSE
Arbacia lixula,8147010102,FALSE
Echinoida,8149000000,FALSE
Echinidae,8149010000,FALSE
Echinus,8149010100,FALSE
Echinus esculentus,8149010101,FALSE
Echinus acutus,8149010102,FALSE
Echinus melo,8149010103,FALSE
Psammechinus,8149010200,FALSE
Psammechinus miliaris,8149010201,FALSE
Strongulocentrotidae,8149030000,FALSE
Strongul.,8149030200,FALSE
Strongul. Droebachiensis,8149030201,FALSE
Laganina,8154000000,FALSE
Fibulariidae,8154010000,FALSE
Echinocyamus,8154010100,FALSE
Echinocyamus pusillus,8154010101,FALSE
Micrasterina,8163000000,FALSE
Brissidae,8163010000,FALSE
Brissus,8163010100,FALSE
Brissus unicolor,8163010101,FALSE
Brissopsis,8163010200,FALSE
Brissopsis lyrifera,8163010201,FALSE
Spatangidae,8163020000,FALSE
Spatangus,8163020100,FALSE
Spatangus purpureus,8163020101,FALSE
Loveniidae,8163030000,FALSE
Echinocardium,8163030100,FALSE
Echinocardium cordatum,8163030101,FALSE
Echinocard. Pennatifidum,8163030102,FALSE
Echinocardium flavescens,8163030103,FALSE
Holothuroidea,8170000000,FALSE
Dendrochirotida,8172000000,FALSE
Cucumariidae,8172060000,FALSE
Cucumaria,8172060100,FALSE
Cucumaria normani,8172060116,FALSE
Cucumaria elongata,8172060117,FALSE
Thyone,8172060500,FALSE
Thyone fusus,8172060503,FALSE
Aspidochirotida,8175000000,FALSE
Stichopidae,8175020000,FALSE
Stichopus,8175020200,FALSE
Stichopus regalis,8175020202,FALSE
Apodida,8178000000,FALSE
Synaptidae,8178010000,FALSE
Labidoplax,8178010100,FALSE
Labidoplax digitata,8178010102,FALSE
Leptosynapta,8178010200,FALSE
Leptosynapta inhaerens,8178010201,FALSE
Chaetognatha,8300000000,FALSE
Sagitta,8300000300,FALSE
Urochordata,8400000000,FALSE
Ascidiacea,8401000000,FALSE
Aplourobranchia,8403000000,FALSE
Phlebobranchiata,8404000000,FALSE
Stolidobranchiata,8406000000,FALSE
Thaliacea,8407000000,FALSE
Pyrosomida,8408000000,FALSE
Doliolida,8410000000,FALSE
Salpida,8411000000,FALSE
SALPIDAE,8411010000,FALSE
Larvacea,8413000000,FALSE
Oikopleuridae,8413010000,FALSE
Oikopleura,8413010100,FALSE
Oikopleura dioica,8413010101,FALSE
Fritillariidae,8413020000,FALSE
Fritillaria,8413020100,FALSE
Fritillaria borealis,8413020101,FALSE
Cephalochordata,8500000000,FALSE
Branchiostomidae,8500010000,FALSE
Branchiostoma,8500010100,FALSE
Branchiostoma lanceolata,8500010102,FALSE
Agnatha,8600000000,FALSE
Petromyzoniformes,8603000000,FALSE
Petromyzonidae,8603010000,FALSE
Lampetra,8603010200,FALSE
Lampetra fluviatilis,8603010205,FALSE
Petromyzon,8603010300,FALSE
Petromyzon marinus,8603010301,FALSE
Myxiniformes,8606000000,FALSE
Myxinidae,8606010000,FALSE
Myxine,8606010200,FALSE
Myxine glutinosa,8606010201,FALSE
Gnathostomata,8700000000,FALSE
Hexanchiformes,8705000000,FALSE
Chlamydoselachidae,8705010000,FALSE
Chlamydoselach.,8705010100,FALSE
Chlamydoselach. Anguineus,8705010101,FALSE
Hexanchidae,8705020000,FALSE
Hexanchus,8705020100,FALSE
Hexanchus griseus,8705020101,FALSE
Lamninoidei,8707000000,FALSE
Lamnidae,8707040000,FALSE
Cetorhinus,8707040200,FALSE
Cetorhinus maximus,8707040201,FALSE
Lamna,8707040300,FALSE
Lamna nasus,8707040302,FALSE
Alopias,8707040400,FALSE
Alopias vulpinus,8707040401,FALSE
Isurus,8707040500,FALSE
Isurus oxyrhinchus,8707040501,FALSE
Scyliorhinoidei,8708000000,FALSE
Scyliorhinidae,8708010000,FALSE
Galeus,8708010200,FALSE
Galeus melastomus,8708010203,FALSE
Scyliorhinus,8708010300,FALSE
Scyliorhinus caniculus,8708010306,FALSE
Scyliorhinus stellaris,8708010307,FALSE
Carchharhinidae,8708020000,FALSE
Galeorhinus,8708020100,FALSE
Galeorhinus galeus,8708020102,FALSE
Mustelus,8708020400,FALSE
Mustelus mustelus,8708020409,FALSE
Prionace,8708020600,FALSE
Prionace glauca,8708020601,FALSE
Sphyrnidae,8708030000,FALSE
Sphyrna,8708030100,FALSE
Sphyrna zygaena,8708030102,FALSE
Squaloidei,8710000000,FALSE
Squalidae,8710010000,FALSE
Somniosus,8710010100,FALSE
Somniosus microcephalus,8710010102,FALSE
Squalus,8710010200,FALSE
Squalus acanthias,8710010201,FALSE
Dalatias,8710010400,FALSE
Dalatias licha,8710010401,FALSE
Etmopterus,8710010500,FALSE
Etmopterus spinax,8710010510,FALSE
Echinorhinus,8710011000,FALSE
Echinorhinus brucus,8710011001,FALSE
Rajiformes,8713000000,FALSE
Torpedinidae,8713030000,FALSE
Torpedo,8713030100,FALSE
Torpedo nobiliana,8713030102,FALSE
Torpedo marmorata,8713030105,FALSE
Rajidae,8713040000,FALSE
Raja,8713040100,FALSE
Amblyraja radiata,8713040134,FALSE
Raja brachyura,8713040138,FALSE
Raja microocellata,8713040140,FALSE
Raja montagui,8713040141,FALSE
Raja batis,8713040143,FALSE
Raja oxyrhynchus,8713040145,FALSE
Raja fullonica,8713040146,FALSE
Raja circularis,8713040147,FALSE
Raja naevus,8713040148,FALSE
Raja alba,8713040151,FALSE
Raja undulata,8713040158,FALSE
Raja clavata,8713040159,FALSE
Dasyatidae,8713050000,FALSE
Dasyatis,8713050100,FALSE
Dasyatis pastinaca,8713050141,FALSE
Myliobatidae,8713070000,FALSE
Myliobatis,8713070200,FALSE
Myliobatis aquila,8713070204,FALSE
Chimaeroidei,8716000000,FALSE
Chimaeridae,8716020000,FALSE
Chimaera,8716020200,FALSE
Chimaera monstrosa,8716020202,FALSE
Acipenseriformes,8729000000,FALSE
Acipenseridae,8729010000,FALSE
Acipenser,8729010100,FALSE
Acipenser sturio,8729010107,FALSE
TELEOSTEI,8735000000,FALSE
Anguilloidei,8741000000,FALSE
Anguillidae,8741010000,FALSE
Anguilla,8741010100,FALSE
Anguilla anguilla,8741010102,FALSE
Muraenidae,8741050000,FALSE
Muraena,8741050500,FALSE
Muraena helena,8741050505,FALSE
Congridae,8741120000,FALSE
Conger,8741120100,FALSE
Conger conger,8741120111,FALSE
Clupeoidei,8747000000,FALSE
Clupeidae,8747010000,FALSE
Alosa,8747010100,FALSE
Alosa alosa,8747010107,FALSE
Alosa fallax,8747010109,FALSE
Clupea,8747010200,FALSE
Clupea harengus,8747010201,FALSE
Sprattus,8747011700,FALSE
Sprattus sprattus,8747011701,FALSE
Sardina,8747012200,FALSE
Sardina pilchardus,8747012201,FALSE
Non com. Clupeidae,8747019999,FALSE
Engraulidae,8747020000,FALSE
Engraulis,8747020100,FALSE
Engraulis encrasicolus,8747020104,FALSE
Salmonoidei,8755000000,FALSE
Salmonidae,8755010000,FALSE
Coregonus,8755010100,FALSE
Coregonus oxyrhinchus,8755010115,FALSE
Salmo,8755010300,FALSE
Salmo salar,8755010305,FALSE
Salmo trutta,8755010306,FALSE
Osmeridae,8755030000,FALSE
Mallotus,8755030200,FALSE
Mallotus villosus,8755030201,FALSE
Osmerus,8755030300,FALSE
Osmerus eperlanus,8755030301,FALSE
Argentinoidei,8756000000,FALSE
Argentinidae,8756010000,FALSE
Argentina,8756010200,FALSE
Argentina silus,8756010203,FALSE
Argentina sphyraena,8756010237,FALSE
Stomiatoidei,8759000000,FALSE
Gonostomatidae,8759010000,FALSE
Maurolicus,8759010500,FALSE
Maurolicus muelleri,8759010501,FALSE
Sternoptychidae,8759020000,FALSE
Argyropelecus,8759020100,FALSE
Argyropelecus olfersi,8759020107,FALSE
Myctophoidei,8762000000,FALSE
Myctophidae,8762140000,FALSE
Gobiesociformes,8784000000,FALSE
Gobiesocidae,8784010000,FALSE
Lepadogaster,8784010600,FALSE
Lepadogaster lepadogaster,8784010603,FALSE
Diplecogaster,8784010700,FALSE
Diplecogaster bimaculata,8784010701,FALSE
Lophioidei,8786000000,FALSE
Lophiidae,8786010000,FALSE
Lophius,8786010100,FALSE
Lophius piscatorius,8786010103,FALSE
Gadoidei,8791000000,FALSE
Gadidae,8791030000,FALSE
Gadus,8791030400,FALSE
Gadus morhua,8791030402,FALSE
Lota,8791030800,FALSE
Lota lota,8791030801,FALSE
Pollachius,8791030900,FALSE
Pollachius virens,8791030901,FALSE
Pollachius pollachius,8791030902,FALSE
Brosme,8791031100,FALSE
Brosme brosme,8791031101,FALSE
Melanogrammus,8791031300,FALSE
Melanogrammus aeglefinus,8791031301,FALSE
Enchelyopus,8791031500,FALSE
Enchelyopus cimbrius,8791031501,FALSE
Phycis,8791031600,FALSE
Phycis blennoides,8791031602,FALSE
Trisopterus,8791031700,FALSE
Trisopterus minutus,8791031701,FALSE
Trisopterus luscus,8791031702,FALSE
Trisopterus esmarkii,8791031703,FALSE
Merlangius,8791031800,FALSE
Merlangius merlangus,8791031801,FALSE
Molva,8791031900,FALSE
Molva molva,8791031901,FALSE
Molva dipterygia,8791031902,FALSE
Gaidropsurus,8791032000,FALSE
Gaidropsurus vulgaris,8791032001,FALSE
Gaidropsurus mediterran.,8791032002,FALSE
Gadiculus,8791032100,FALSE
Gadiculus argenteus,8791032101,FALSE
Micromesistius,8791032200,FALSE
Micromesistius poutassou,8791032201,FALSE
Raniceps,8791032300,FALSE
Raniceps raninus,8791032301,FALSE
Ciliata,8791032400,FALSE
Ciliata mustela,8791032401,FALSE
Ciliata septentrionalis,8791032402,FALSE
Non com. Gadidae,8791039999,FALSE
Merluccidae,8791040000,FALSE
Merluccius,8791040100,FALSE
Merluccius merluccius,8791040105,FALSE
Ophidioidei,8792000000,FALSE
Carapidae,8792020000,FALSE
Echiodon,8792020200,FALSE
Echiodon drummondi,8792020202,FALSE
Zoarcidei,8793000000,FALSE
Zoarcidae,8793010000,FALSE
Lycodes,8793010700,FALSE
Lycodes vahlii,8793010724,FALSE
Zoarces,8793012000,FALSE
Zoarces viviparis,8793012001,FALSE
Macrouroidei,8794000000,FALSE
