species,NODC,dup_species
Macrouridae,8794010000,FALSE
Coryphaenoides rupestris,8794010117,FALSE
Macrocephalus,8794010600,FALSE
Macrocephalus laevis,8794010601,FALSE
Trachyrhynchus,8794011500,FALSE
Trachyrhynchus trachyrh.,8794011501,FALSE
Macrourus,8794011600,FALSE
Macrourus berglax,8794011601,FALSE
Gnathostomata,8800000000,TRUE
Exocoetoidei,8803000000,FALSE
Belonidae,8803020000,FALSE
Belone,8803020500,FALSE
Belone belone,8803020502,FALSE
Scomberesocidae,8803030000,FALSE
Scomberesox,8803030200,FALSE
Scomberesox saurus,8803030201,FALSE
Atherinoidei,8805000000,FALSE
Atherinidae,8805020000,FALSE
Atherina,8805021000,FALSE
Atherina presbyter,8805021003,FALSE
Zeiformes,8811000000,FALSE
Zeidae,8811030000,FALSE
Zeus,8811030300,FALSE
Zeus faber,8811030301,FALSE
Caproidae,8811060000,FALSE
Capros,8811060300,FALSE
Capros aper,8811060301,FALSE
Lampridoidei,8813000000,FALSE
Lampridae,8813010000,FALSE
Lampris,8813010100,FALSE
Lampris guttatus,8813010102,FALSE
Trachipteroidei,8815000000,FALSE
Trachipteridae,8815020000,FALSE
Trachipterus,8815020100,FALSE
Trachipterus arcticus,8815020102,FALSE
Regalecidae,8815030000,FALSE
Regalecus,8815030100,FALSE
Regalecus glesne,8815030101,FALSE
Gasterosteoidei,8818000000,FALSE
Gasterosteidae,8818010000,FALSE
Gasterosteus,8818010100,FALSE
Gasterosteus aculeatus,8818010101,FALSE
Spinachia,8818010500,FALSE
Spinachia spinachia,8818010501,FALSE
Aulostomoidei,8819000000,FALSE
Macrorhamphosidae,8819030000,FALSE
Macrorhamphosus,8819030100,FALSE
Macrorhamphosus scolopax,8819030101,FALSE
Syngnathoidei,8820000000,FALSE
Syngnathidae,8820020000,FALSE
Syngnathus,8820020100,FALSE
Syngnathus rostellatus,8820020119,FALSE
Syngnathus acus,8820020120,FALSE
Syngnathus typhle,8820020123,FALSE
Hippocampus,8820020200,FALSE
Hippocampus ramulosus,8820020210,FALSE
Entelurus,8820022100,FALSE
Entelurus aequoreus,8820022101,FALSE
Nerophis,8820022200,FALSE
Nerophis lumbriciformis,8820022201,FALSE
Nerophis ophidion,8820022202,FALSE
Scorpaenoidei,8826000000,FALSE
Scorpaenidae,8826010000,FALSE
Sebastes,8826010100,FALSE
Sebastes marinus,8826010139,FALSE
Sebastes viviparus,8826010175,FALSE
Helicolenus,8826010300,FALSE
Helicolenus dactylopterus,8826010301,FALSE
Scorpaena,8826010600,FALSE
Scorpaena scropha,8826010628,FALSE
Triglidae,8826020000,FALSE
Trigla,8826020500,FALSE
Trigla lucerna,8826020501,FALSE
Trigla lyra,8826020503,FALSE
Eutrigla,8826020600,FALSE
Eutrigla gurnardus,8826020601,FALSE
Trigloporus,8826020700,FALSE
Trigloporus lastoviza,8826020701,FALSE
Aspitrigla,8826020800,FALSE
Aspitrigla cuculus,8826020801,FALSE
Cottoidei,8831000000,FALSE
Cottidae,8831020000,FALSE
Myoxocephalus,8831022000,FALSE
Myoxocephalus,8831022200,TRUE
Myoxocephalus scorpius,8831022207,FALSE
Triglops,8831023800,FALSE
Triglops murrayi,8831023807,FALSE
Taurulus,8831024600,FALSE
Taurulus bubalis,8831024601,FALSE
Taurulus liljeborgi,8831024602,FALSE
Agonidae,8831080000,FALSE
Agonus,8831080800,FALSE
Agonus cataphractus,8831080803,FALSE
Cyclopteridae,8831090000,FALSE
Liparis,8831090800,FALSE
Liparis liparis,8831090828,FALSE
Liparis montagui,8831090860,FALSE
Cyclopterus,8831091500,FALSE
Cyclopterus lumpus,8831091501,FALSE
Percoidei,8835000000,FALSE
Serranidae,8835020000,FALSE
Polyprion,8835022800,FALSE
Polyprion americanus,8835022801,FALSE
Carangidae,8835280000,FALSE
Trachurus,8835280100,FALSE
Trachurus trachurus,8835280103,FALSE
Sparidae,8835430000,FALSE
Pagellus,8835430800,FALSE
Pagellus bogaraneo,8835430801,FALSE
Pagellus erythrinus,8835430804,FALSE
Boops,8835430900,FALSE
Boops boops,8835430901,FALSE
Sparus,8835431100,FALSE
Sparus aurata,8835431101,FALSE
Spondyliosoma,8835431200,FALSE
Spondyliosoma cantharus,8835431201,FALSE
Sciaenidae,8835440000,FALSE
Argyrosomus,8835442700,FALSE
Argyrosomus regium,8835442701,FALSE
Mullidae,8835450000,FALSE
Mullus,8835450200,FALSE
Mullus surmuletus,8835450202,FALSE
Bramidae,8835710000,FALSE
Brama,8835710100,FALSE
Brama brama,8835710102,FALSE
Dicentrarchus,8835720100,FALSE
Dicentrarchus labrax,8835720101,FALSE
Mugiloidei,8836000000,FALSE
Mugilidae,8836010000,FALSE
Crenimugil,8836010700,FALSE
Crenimugil labrosus,8836010704,FALSE
Liza,8836010900,FALSE
Liza ramada,8836010901,FALSE
Liza auratus,8836010902,FALSE
Labroidei,8839000000,FALSE
Labridae,8839010000,FALSE
Crenilabrus,8839013300,FALSE
Crenilabrus melops,8839013301,FALSE
Centrolabrus,8839013400,FALSE
Ctenolabrus,8839013500,FALSE
Ctenolabrus rupestris,8839013501,FALSE
Labrus,8839013600,FALSE
Labrus bergylta,8839013603,FALSE
Labrus mixtus,8839013605,FALSE
Centrolabrus exoletus,8839014401,FALSE
Trachinoidei,8840000000,FALSE
Trachinidae,8840060000,FALSE
Trachinus,8840060100,FALSE
Trachinus vipera,8840060101,FALSE
Trachinus draco,8840060102,FALSE
Blennoidei,8842000000,FALSE
Blenniidae,8842010000,FALSE
Blennius,8842010100,FALSE
Blennius ocellaris,8842010104,FALSE
Blennius gattorugine,8842010110,FALSE
Blennius pholis,8842010115,FALSE
Anarhichadidae,8842020000,FALSE
Anarhichas,8842020100,FALSE
Anarhichas lupus,8842020103,FALSE
Anarhichas minor,8842020104,FALSE
Stichaeidae,8842120000,FALSE
Chirolophis,8842120500,FALSE
Chirolophis ascanii,8842120505,FALSE
Lumpenus,8842120900,FALSE
Lumpenus lampretaeformis,8842120905,FALSE
Leptoclinus,8842121800,FALSE
Leptoclinus maculatus,8842121801,FALSE
Pholidae,8842130000,FALSE
Pholis,8842130200,FALSE
Pholis gunnellus,8842130209,FALSE
Ammodytoidei,8845000000,FALSE
Ammodytidae,8845010000,FALSE
Ammodytes,8845010100,FALSE
Ammodytes tobianus,8845010105,FALSE
Ammodytes marinus,8845010106,FALSE
Gymnammod.,8845010200,FALSE
Gymnammod. Semisquamatus,8845010201,FALSE
Hyperoplus,8845010300,FALSE
Hyperoplus lanceolatus,8845010301,FALSE
Hyperoplus immaculatus,8845010302,FALSE
Callionymoidei,8846000000,FALSE
Callionymidae,8846010000,FALSE
Callionymus,8846010100,FALSE
Callionymus lyra,8846010106,FALSE
Callionymus maculatus,8846010107,FALSE
Callionymus reticulatus,8846010120,FALSE
Gobioidei,8847000000,FALSE
Gobiidae,8847010000,FALSE
Gobius,8847011300,FALSE
Gobius niger,8847011316,FALSE
Gobius paganellus,8847011320,FALSE
Crystallogobius,8847014900,FALSE
Crystallogobius linearis,8847014901,FALSE
Chaparrudo,8847015000,FALSE
Chaparrudo flavescens,8847015001,FALSE
Pomatoschistus,8847015100,FALSE
Pomatoschistus minutus,8847015101,FALSE
Pomatoschistus pictus,8847015102,FALSE
Pomatoschistus microps,8847015103,FALSE
Pomatoschistus norvegicus,8847015104,FALSE
Lebetus,8847016500,FALSE
Lebetus orca,8847016501,FALSE
Aphia,8847016600,FALSE
Aphia minuta,8847016601,FALSE
Lesueurigobius,8847016700,FALSE
Lesueurigobius friesii,8847016702,FALSE
Scombroidei,8850000000,FALSE
Scombridae,8850030000,FALSE
Sarda,8850030200,FALSE
Sarda sarda,8850030202,FALSE
Scomber,8850030300,FALSE
Scomber colias,8850030301,FALSE
Scomber scombrus,8850030302,FALSE
Thunnus,8850030400,FALSE
Thunnus thynnus,8850030402,FALSE
Stromateoidei,8851000000,FALSE
Centrolophidae,8851010000,FALSE
Centrolophus,8851010300,FALSE
Centrolophus niger,8851010301,FALSE
Pleuronectoidei,8855000000,FALSE
Pleuronectoidei,8856000000,TRUE
Pleuronectoidei,8857000000,TRUE
Bothidae,8857030000,FALSE
Scophthalmus,8857030400,FALSE
Scophthalmus maximus,8857030402,FALSE
Scophthalmus rhombus,8857030403,FALSE
Arnoglossus,8857031700,FALSE
Arnoglossus laterna,8857031702,FALSE
Arnoglossus imperialis,8857031703,FALSE
Arnoglossus thori,8857031706,FALSE
Zeugopterus,8857032100,FALSE
Zeugopterus punctatus,8857032101,FALSE
Phrynorhombus,8857032200,FALSE
Phrynorhombus norvegicus,8857032201,FALSE
Phrynorhombus regius,8857032202,FALSE
Lepidorh.,8857032300,FALSE
Lepidorh. Whiffiagonis,8857032302,FALSE
Pleuronectidae,8857040000,FALSE
Glyptoceph.,8857040500,FALSE
Glyptoceph. Cynoglossus,8857040502,FALSE
Hippogloss.,8857040600,FALSE
Hippogloss. Platessoides,8857040603,FALSE
Limanda,8857040900,FALSE
Limanda limanda,8857040904,FALSE
Microstomus,8857041200,FALSE
Microstomus kitt,8857041202,FALSE
Platichthys,8857041400,FALSE
Platichthys flesus,8857041402,FALSE
Pleuronectes,8857041500,FALSE
Pleuronectes platessa,8857041502,FALSE
Reinhardtius,8857041800,FALSE
Reinhardtius hippogloss.,8857041801,FALSE
Hippoglossus,8857041900,FALSE
Hippoglossus hippoglossus,8857041902,FALSE
Non com. Pleuronectidae,8857049999,FALSE
Soleoidei,8858000000,FALSE
Soleidae,8858010000,FALSE
Solea,8858010600,FALSE
Solea solea,8858010601,FALSE
Solea lascaris,8858010610,FALSE
Buglossidium,8858010800,FALSE
Buglossidium luteum,8858010801,FALSE
Microchirus,8858010900,FALSE
Microchirus variegatus,8858010903,FALSE
Non com. Soleidae,8858019999,FALSE
Balistoidei,8860000000,FALSE
Balistidae,8860020000,FALSE
Balistes,8860020200,FALSE
Balistes carolinensis,8860020205,FALSE
Tetradontoidei,8861000000,FALSE
Molidae,8861040000,FALSE
Mola,8861040100,FALSE
Mola mola,8861040101,FALSE
Aviformes,9100000000,FALSE
Harbour porpoise,9218021801,FALSE
Grey seal,9221030201,FALSE
Unknown,9900000000,FALSE
Unknown,9990000000,TRUE
Unknown,9999000000,TRUE
Unknown,9999900000,TRUE
Unknown,9999990000,TRUE
Unknown,9999999000,TRUE
Unknown,9999999900,TRUE
Unknown,9999999990,TRUE
Unknown,9999999999,TRUE
(Missing),0,TRUE
